1	1.0	None	None
2	1.0	None	None
3	1.0	None	None
4	1.0	None	None
5	1.0	None	None
6	1.0	None	None
7	1.0	None	None
8	1.0	None	None
9	1.0	None	None
10	1.0	None	None
11	1.0	None	None
12	1.0	None	None
13	1.0	None	None
14	1.0	None	None
15	1.0	None	None
16	1.0	None	None
17	1.0	None	None
18	1.0	None	None
19	1.0	None	None
20	1.0	None	None
21	1.0	None	None
22	1.0	None	None
23	1.0	None	None
24	1.0	None	None
25	1.0	None	None
26	1.0	None	None
27	1.0	None	None
28	1.0	None	None
29	1.0	None	None
30	1.0	None	None
31	1.0	None	None
32	1.0	None	None
33	1.0	None	None
34	1.0	None	None
35	1.0	None	None
36	1.0	None	None
37	1.0	None	None
38	1.0	None	None
39	1.0	None	None
40	1.0	None	None
41	1.0	None	None
42	1.0	None	None
43	1.0	None	None
44	1.0	None	None
45	1.0	None	None
46	1.0	None	None
47	1.0	None	None
48	1.0	None	None
49	1.0	None	None
50	1.0	None	None
51	1.0	None	None
52	1.0	None	None
53	1.0	None	None
54	1.0	None	None
55	1.0	None	None
56	1.0	None	None
57	1.0	None	None
58	1.0	None	None
59	1.0	None	None
60	1.0	None	None
61	1.0	None	None
62	1.0	None	None
63	1.0	None	None
64	1.0	None	None
65	1.0	None	None
66	1.0	None	None
67	1.0	None	None
68	1.0	None	None
69	1.0	None	None
70	1.0	None	None
71	1.0	None	None
72	1.0	None	None
73	1.0	None	None
74	1.0	None	None
75	1.0	None	None
76	1.0	None	None
77	1.0	None	None
78	1.0	None	None
79	1.0	None	None
80	1.0	None	None
81	1.0	None	None
82	1.0	None	None
83	1.0	None	None
84	1.0	None	None
85	1.0	None	None
86	1.0	None	None
87	1.0	None	None
88	1.0	None	None
89	1.0	None	None
90	1.0	None	None
91	1.0	None	None
92	1.0	None	None
93	1.0	None	None
94	1.0	None	None
95	1.0	None	None
96	1.0	None	None
97	1.0	None	None
98	1.0	None	None
99	1.0	None	None
100	1.0	None	None
101	1.0	None	None
102	1.0	None	None
103	1.0	None	None
108	1.0	None	None
109	1.0	None	None
110	1.0	None	None
111	1.0	None	None
112	1.0	None	None
113	1.0	None	None
114	1.0	None	None
115	1.0	None	None
116	1.0	None	None
117	1.0	None	None
118	1.0	None	None
119	1.0	None	None
120	1.0	None	None
121	1.0	None	None
122	1.0	None	None
123	1.0	None	None
124	1.0	None	None
125	1.0	None	None
126	1.0	None	None
127	1.0	None	None
128	1.0	None	None
129	1.0	None	None
130	1.0	None	None
131	1.0	None	None
132	1.0	122.23466491699219	322.16461181640625
133	1.0	123.1341781616211	323.82080078125
134	1.0	123.4341049194336	321.28460693359375
135	1.0	123.72763061523438	321.1595764160156
136	1.0	124.1087646484375	320.4627380371094
137	1.0	124.62458801269531	317.7057800292969
138	1.0	124.5036849975586	319.3847961425781
139	1.0	125.99320983886719	319.01776123046875
140	1.0	128.4223175048828	317.1207275390625
141	1.0	131.2460174560547	314.7427673339844
142	1.0	133.39404296875	313.51385498046875
143	1.0	134.43223571777344	316.7526550292969
144	1.0	138.3548126220703	316.7691345214844
145	1.0	142.3245086669922	314.70343017578125
146	1.0	144.64328002929688	313.8697509765625
147	1.0	146.35235595703125	312.36083984375
148	1.0	148.3818817138672	311.2906494140625
149	1.0	150.82420349121094	308.50927734375
150	1.0	152.26634216308594	305.5231018066406
151	1.0	152.97665405273438	304.0032653808594
152	1.0	154.36717224121094	303.04925537109375
153	1.0	155.3824462890625	299.9909973144531
154	1.0	157.92906188964844	289.30755615234375
155	1.0	157.9327850341797	289.12054443359375
156	1.0	158.11199951171875	288.3399353027344
157	1.0	158.4270477294922	287.4861755371094
158	1.0	159.5205078125	285.39166259765625
159	1.0	160.2813720703125	282.585693359375
160	1.0	161.13519287109375	281.9804992675781
161	1.0	161.42575073242188	278.21173095703125
162	1.0	163.36952209472656	272.7091369628906
163	1.0	164.03802490234375	269.337158203125
164	1.0	164.48423767089844	267.3941955566406
165	1.0	166.49838256835938	262.23779296875
166	1.0	167.4409942626953	258.7525329589844
167	1.0	169.56927490234375	254.97149658203125
168	1.0	169.3987579345703	253.3959197998047
169	1.0	169.14950561523438	250.51565551757812
170	1.0	166.76219177246094	250.89222717285156
171	1.0	167.47206115722656	247.73486328125
172	1.0	165.80316162109375	247.30548095703125
173	1.0	164.17672729492188	249.87890625
174	1.0	164.2234649658203	250.8169708251953
175	1.0	165.37957763671875	245.52894592285156
176	1.0	165.19068908691406	243.28488159179688
177	1.0	165.36180114746094	241.19058227539062
178	1.0	165.724609375	239.77716064453125
179	1.0	166.5249786376953	235.70582580566406
180	1.0	165.20220947265625	231.27587890625
181	1.0	166.94126892089844	217.56854248046875
183	1.0	170.55430603027344	204.5595245361328
